"","studyid","intid","int_type","spp","year","species","phenofreq","short_site","terrestrial","phenovalue","newyear","yr1981"
"2231","SET005",235,"predation","spp2",2001,"Uria aalge","daily","northsea","aquatic",161.6365,2001,20
"2232","SET005",235,"predation","spp2",2002,"Uria aalge","daily","northsea","aquatic",164.1247,2002,21
"2233","SET005",235,"predation","spp2",2003,"Uria aalge","daily","northsea","aquatic",164.3359,2003,22
"2234","SET005",235,"predation","spp2",2004,"Uria aalge","daily","northsea","aquatic",207.4608,2004,23
"2235","SET005",235,"predation","spp2",2005,"Uria aalge","daily","northsea","aquatic",173.6741,2005,24
"2236","SET005",235,"predation","spp2",2006,"Uria aalge","daily","northsea","aquatic",151.8707,2006,25
"1511","HMK042",207,"competition","spp1",1973,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",137.748,1981,0
"1512","HMK042",207,"competition","spp1",1974,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",136.192,1981,0
"1513","HMK042",207,"competition","spp1",1975,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",133.863,1981,0
"1514","HMK042",207,"competition","spp1",1976,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",133.848,1981,0
"1515","HMK042",207,"competition","spp1",1977,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",127.272,1981,0
"1516","HMK042",207,"competition","spp1",1978,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",132.278,1981,0
"1517","HMK042",207,"competition","spp1",1979,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",139.214,1981,0
"1518","HMK042",207,"competition","spp1",1980,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",138.431,1981,0
"1519","HMK042",207,"competition","spp1",1981,"Acrocephalus arundinaceus","daily","bavaria","terrestrial",133.783,1981,0
"1540","HMK042",207,"competition","spp2",1973,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",148.163,1981,0
"1541","HMK042",207,"competition","spp2",1974,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",142.278,1981,0
"1542","HMK042",207,"competition","spp2",1975,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",143.832,1981,0
"1543","HMK042",207,"competition","spp2",1976,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",144.21,1981,0
"1544","HMK042",207,"competition","spp2",1977,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",141.847,1981,0
"1545","HMK042",207,"competition","spp2",1978,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",138.704,1981,0
"1546","HMK042",207,"competition","spp2",1979,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",146.127,1981,0
"1547","HMK042",207,"competition","spp2",1980,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",140.243,1981,0
"1548","HMK042",207,"competition","spp2",1981,"Acrocephalus scirpaceus","daily","bavaria","terrestrial",136.708,1981,0
"871","HMK032",189,"herbivory","spp1",1956,"Asterionella spp.","weekly","cumbria","aquatic",139.8299,1981,0
"872","HMK032",189,"herbivory","spp1",1958,"Asterionella spp.","weekly","cumbria","aquatic",139.8397,1981,0
"873","HMK032",189,"herbivory","spp1",1959,"Asterionella spp.","weekly","cumbria","aquatic",140.0924,1981,0
"874","HMK032",189,"herbivory","spp1",1961,"Asterionella spp.","weekly","cumbria","aquatic",147.0287,1981,0
"875","HMK032",189,"herbivory","spp1",1962,"Asterionella spp.","weekly","cumbria","aquatic",133.1806,1981,0
"876","HMK032",189,"herbivory","spp1",1964,"Asterionella spp.","weekly","cumbria","aquatic",153.9692,1981,0
"877","HMK032",189,"herbivory","spp1",1965,"Asterionella spp.","weekly","cumbria","aquatic",140.1225,1981,0
"878","HMK032",189,"herbivory","spp1",1966,"Asterionella spp.","weekly","cumbria","aquatic",147.0525,1981,0
"879","HMK032",189,"herbivory","spp1",1967,"Asterionella spp.","weekly","cumbria","aquatic",126.0336,1981,0
"880","HMK032",189,"herbivory","spp1",1969,"Asterionella spp.","weekly","cumbria","aquatic",147.0672,1981,0
"881","HMK032",189,"herbivory","spp1",1970,"Asterionella spp.","weekly","cumbria","aquatic",140.1477,1981,0
"882","HMK032",189,"herbivory","spp1",1971,"Asterionella spp.","weekly","cumbria","aquatic",146.8285,1981,0
"883","HMK032",189,"herbivory","spp1",1973,"Asterionella spp.","weekly","cumbria","aquatic",147.336,1981,0
"884","HMK032",189,"herbivory","spp1",1974,"Asterionella spp.","weekly","cumbria","aquatic",154.0175,1981,0
"885","HMK032",189,"herbivory","spp1",1975,"Asterionella spp.","weekly","cumbria","aquatic",132.9986,1981,0
"886","HMK032",189,"herbivory","spp1",1977,"Asterionella spp.","weekly","cumbria","aquatic",147.3549,1981,0
"887","HMK032",189,"herbivory","spp1",1978,"Asterionella spp.","weekly","cumbria","aquatic",111.9867,1981,0
"888","HMK032",189,"herbivory","spp1",1980,"Asterionella spp.","weekly","cumbria","aquatic",125.8495,1981,0
"479","HMK027",177,"predation","spp1",1961,"Caterpillar_a spp.","daily","floodplain","terrestrial",105.172,1981,0
"480","HMK027",177,"predation","spp1",1963,"Caterpillar_a spp.","daily","floodplain","terrestrial",121.983,1981,0
"481","HMK027",177,"predation","spp1",1964,"Caterpillar_a spp.","daily","floodplain","terrestrial",121.983,1981,0
"482","HMK027",177,"predation","spp1",1965,"Caterpillar_a spp.","daily","floodplain","terrestrial",128.707,1981,0
"483","HMK027",177,"predation","spp1",1967,"Caterpillar_a spp.","daily","floodplain","terrestrial",119.655,1981,0
"484","HMK027",177,"predation","spp1",1968,"Caterpillar_a spp.","daily","floodplain","terrestrial",118.621,1981,0
"485","HMK027",177,"predation","spp1",1969,"Caterpillar_a spp.","daily","floodplain","terrestrial",124.828,1981,0
"486","HMK027",177,"predation","spp1",1970,"Caterpillar_a spp.","daily","floodplain","terrestrial",125.086,1981,0
"487","HMK027",177,"predation","spp1",1972,"Caterpillar_a spp.","daily","floodplain","terrestrial",117.845,1981,0
"488","HMK027",177,"predation","spp1",1973,"Caterpillar_a spp.","daily","floodplain","terrestrial",120.69,1981,0
"489","HMK027",177,"predation","spp1",1974,"Caterpillar_a spp.","daily","floodplain","terrestrial",102.328,1981,0
"490","HMK027",177,"predation","spp1",1975,"Caterpillar_a spp.","daily","floodplain","terrestrial",123.793,1981,0
"491","HMK027",177,"predation","spp1",1976,"Caterpillar_a spp.","daily","floodplain","terrestrial",122.5,1981,0
"492","HMK027",177,"predation","spp1",1977,"Caterpillar_a spp.","daily","floodplain","terrestrial",119.655,1981,0
"493","HMK027",177,"predation","spp1",1978,"Caterpillar_a spp.","daily","floodplain","terrestrial",126.897,1981,0
"494","HMK027",177,"predation","spp1",1979,"Caterpillar_a spp.","daily","floodplain","terrestrial",124.569,1981,0
"495","HMK027",177,"predation","spp1",1980,"Caterpillar_a spp.","daily","floodplain","terrestrial",132.845,1981,0
"496","HMK027",177,"predation","spp1",1981,"Caterpillar_a spp.","daily","floodplain","terrestrial",117.845,1981,0
"515","HMK027",178,"predation","spp1",1962,"Caterpillar_b spp.","daily","floodplain","terrestrial",123.017,1981,0
"516","HMK027",178,"predation","spp1",1965,"Caterpillar_b spp.","daily","floodplain","terrestrial",128.707,1981,0
"517","HMK027",178,"predation","spp1",1966,"Caterpillar_b spp.","daily","floodplain","terrestrial",119.138,1981,0
"518","HMK027",178,"predation","spp1",1968,"Caterpillar_b spp.","daily","floodplain","terrestrial",118.621,1981,0
"519","HMK027",178,"predation","spp1",1969,"Caterpillar_b spp.","daily","floodplain","terrestrial",124.828,1981,0
"520","HMK027",178,"predation","spp1",1970,"Caterpillar_b spp.","daily","floodplain","terrestrial",125.086,1981,0
"521","HMK027",178,"predation","spp1",1971,"Caterpillar_b spp.","daily","floodplain","terrestrial",119.655,1981,0
"522","HMK027",178,"predation","spp1",1972,"Caterpillar_b spp.","daily","floodplain","terrestrial",117.845,1981,0
"523","HMK027",178,"predation","spp1",1973,"Caterpillar_b spp.","daily","floodplain","terrestrial",120.69,1981,0
"524","HMK027",178,"predation","spp1",1974,"Caterpillar_b spp.","daily","floodplain","terrestrial",102.328,1981,0
"525","HMK027",178,"predation","spp1",1975,"Caterpillar_b spp.","daily","floodplain","terrestrial",123.793,1981,0
"526","HMK027",178,"predation","spp1",1976,"Caterpillar_b spp.","daily","floodplain","terrestrial",122.5,1981,0
"527","HMK027",178,"predation","spp1",1977,"Caterpillar_b spp.","daily","floodplain","terrestrial",119.655,1981,0
"528","HMK027",178,"predation","spp1",1978,"Caterpillar_b spp.","daily","floodplain","terrestrial",126.897,1981,0
"529","HMK027",178,"predation","spp1",1980,"Caterpillar_b spp.","daily","floodplain","terrestrial",132.845,1981,0
"530","HMK027",178,"predation","spp1",1981,"Caterpillar_b spp.","daily","floodplain","terrestrial",117.845,1981,0
"653","HMK027",179,"herbivory","spp2",1961,"Caterpillar_c spp.","daily","floodplain","terrestrial",105.172,1981,0
"654","HMK027",179,"herbivory","spp2",1962,"Caterpillar_c spp.","daily","floodplain","terrestrial",123.017,1981,0
"655","HMK027",179,"herbivory","spp2",1964,"Caterpillar_c spp.","daily","floodplain","terrestrial",121.983,1981,0
"656","HMK027",179,"herbivory","spp2",1965,"Caterpillar_c spp.","daily","floodplain","terrestrial",128.707,1981,0
"657","HMK027",179,"herbivory","spp2",1968,"Caterpillar_c spp.","daily","floodplain","terrestrial",118.621,1981,0
"658","HMK027",179,"herbivory","spp2",1970,"Caterpillar_c spp.","daily","floodplain","terrestrial",125.086,1981,0
"659","HMK027",179,"herbivory","spp2",1971,"Caterpillar_c spp.","daily","floodplain","terrestrial",119.655,1981,0
"660","HMK027",179,"herbivory","spp2",1972,"Caterpillar_c spp.","daily","floodplain","terrestrial",117.845,1981,0
"661","HMK027",179,"herbivory","spp2",1973,"Caterpillar_c spp.","daily","floodplain","terrestrial",120.69,1981,0
"662","HMK027",179,"herbivory","spp2",1974,"Caterpillar_c spp.","daily","floodplain","terrestrial",102.328,1981,0
"663","HMK027",179,"herbivory","spp2",1975,"Caterpillar_c spp.","daily","floodplain","terrestrial",123.793,1981,0
"664","HMK027",179,"herbivory","spp2",1976,"Caterpillar_c spp.","daily","floodplain","terrestrial",122.5,1981,0
"665","HMK027",179,"herbivory","spp2",1977,"Caterpillar_c spp.","daily","floodplain","terrestrial",119.655,1981,0
"666","HMK027",179,"herbivory","spp2",1978,"Caterpillar_c spp.","daily","floodplain","terrestrial",126.897,1981,0
"667","HMK027",179,"herbivory","spp2",1979,"Caterpillar_c spp.","daily","floodplain","terrestrial",124.569,1981,0
"668","HMK027",179,"herbivory","spp2",1980,"Caterpillar_c spp.","daily","floodplain","terrestrial",132.845,1981,0
"669","HMK027",179,"herbivory","spp2",1981,"Caterpillar_c spp.","daily","floodplain","terrestrial",117.845,1981,0
"1035","HMK036",193,"herbivory","spp2",1975,"Copepod1 spp.","weekly","northsea","aquatic",125.5891,1981,0
"1036","HMK036",193,"herbivory","spp2",1976,"Copepod1 spp.","weekly","northsea","aquatic",118.188,1981,0
"1037","HMK036",193,"herbivory","spp2",1977,"Copepod1 spp.","weekly","northsea","aquatic",132.5079,1981,0
"1038","HMK036",193,"herbivory","spp2",1978,"Copepod1 spp.","weekly","northsea","aquatic",111.8684,1981,0
"1039","HMK036",193,"herbivory","spp2",1979,"Copepod1 spp.","weekly","northsea","aquatic",139.9566,1981,0
"1040","HMK036",193,"herbivory","spp2",1980,"Copepod1 spp.","weekly","northsea","aquatic",104.4869,1981,0
"1041","HMK036",193,"herbivory","spp2",1981,"Copepod1 spp.","weekly","northsea","aquatic",132.58,1981,0
"1569","HMK043",208,"predation","spp1",1976,"Copepod2 spp.","weekly","northsea","aquatic",144.1174,1981,0
"1570","HMK043",208,"predation","spp1",1977,"Copepod2 spp.","weekly","northsea","aquatic",144.1174,1981,0
"1571","HMK043",208,"predation","spp1",1978,"Copepod2 spp.","weekly","northsea","aquatic",150.2942,1981,0
"1572","HMK043",208,"predation","spp1",1979,"Copepod2 spp.","weekly","northsea","aquatic",146.1768,1981,0
"1573","HMK043",208,"predation","spp1",1981,"Copepod2 spp.","weekly","northsea","aquatic",154.4116,1981,0
"975","HMK034",191,"herbivory","spp2",1974,"Cyclops vicinus","daily","lakeconstance","aquatic",127.7585,1981,0
"976","HMK034",191,"herbivory","spp2",1975,"Cyclops vicinus","daily","lakeconstance","aquatic",141.724,1981,0
"977","HMK034",191,"herbivory","spp2",1977,"Cyclops vicinus","daily","lakeconstance","aquatic",131.379,1981,0
"978","HMK034",191,"herbivory","spp2",1978,"Cyclops vicinus","daily","lakeconstance","aquatic",144.828,1981,0
"979","HMK034",191,"herbivory","spp2",1980,"Cyclops vicinus","daily","lakeconstance","aquatic",136.552,1981,0
"980","HMK034",191,"herbivory","spp2",1981,"Cyclops vicinus","daily","lakeconstance","aquatic",127.241,1981,0
"897","HMK032",189,"herbivory","spp2",1956,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",140.0553,1981,0
"898","HMK032",189,"herbivory","spp2",1958,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",153.9902,1981,0
"899","HMK032",189,"herbivory","spp2",1959,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",140.07035,1981,0
"900","HMK032",189,"herbivory","spp2",1961,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",136.7527,1981,0
"901","HMK032",189,"herbivory","spp2",1962,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",133.063,1981,0
"902","HMK032",189,"herbivory","spp2",1964,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",133.0679,1981,0
"903","HMK032",189,"herbivory","spp2",1965,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",147.1232,1981,0
"904","HMK032",189,"herbivory","spp2",1966,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",147.3745,1981,0
"905","HMK032",189,"herbivory","spp2",1967,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",150.83145,1981,0
"906","HMK032",189,"herbivory","spp2",1969,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",154.2905,1981,0
"907","HMK032",189,"herbivory","spp2",1970,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",154.2954,1981,0
"908","HMK032",189,"herbivory","spp2",1971,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",154.17885,1981,0
"909","HMK032",189,"herbivory","spp2",1973,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",154.0637,1981,0
"910","HMK032",189,"herbivory","spp2",1974,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",140.3906,1981,0
"911","HMK032",189,"herbivory","spp2",1975,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",147.4228,1981,0
"912","HMK032",189,"herbivory","spp2",1977,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",126.231,1981,0
"913","HMK032",189,"herbivory","spp2",1978,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",147.18935,1981,0
"914","HMK032",189,"herbivory","spp2",1980,"Daphnia hyalina-galeata","weekly","cumbria","aquatic",143.871,1981,0
"776","HMK029",181,"herbivory","spp2",1977,"Daphnia pulicaria","daily","washington","aquatic",126.851,1981,0
"777","HMK029",181,"herbivory","spp2",1978,"Daphnia pulicaria","daily","washington","aquatic",118.432,1981,0
"778","HMK029",181,"herbivory","spp2",1979,"Daphnia pulicaria","daily","washington","aquatic",157.692,1981,0
"779","HMK029",181,"herbivory","spp2",1980,"Daphnia pulicaria","daily","washington","aquatic",182.636,1981,0
"780","HMK029",181,"herbivory","spp2",1981,"Daphnia pulicaria","daily","washington","aquatic",148.253,1981,0
"1161","HMK037",194,"herbivory","spp2",1976,"Daphnia2 spp.","weekly","washington","aquatic",173.066,1981,0
"1162","HMK037",194,"herbivory","spp2",1977,"Daphnia2 spp.","weekly","washington","aquatic",164.008,1981,0
"1163","HMK037",194,"herbivory","spp2",1978,"Daphnia2 spp.","weekly","washington","aquatic",171.446,1981,0
"1164","HMK037",194,"herbivory","spp2",1979,"Daphnia2 spp.","weekly","washington","aquatic",155.331,1981,0
"1165","HMK037",194,"herbivory","spp2",1980,"Daphnia2 spp.","weekly","washington","aquatic",161.289,1981,0
"1166","HMK037",194,"herbivory","spp2",1981,"Daphnia2 spp.","weekly","washington","aquatic",146.033,1981,0
"378","HMK019",170,"herbivory","spp2",1969,"Daphnia3 spp.","daily","windermere","aquatic",160.305,1981,0
"379","HMK019",170,"herbivory","spp2",1970,"Daphnia3 spp.","daily","windermere","aquatic",153.324,1981,0
"380","HMK019",170,"herbivory","spp2",1971,"Daphnia3 spp.","daily","windermere","aquatic",124.8365,1981,0
"381","HMK019",170,"herbivory","spp2",1972,"Daphnia3 spp.","daily","windermere","aquatic",140.054,1981,0
"382","HMK019",170,"herbivory","spp2",1973,"Daphnia3 spp.","daily","windermere","aquatic",137.4605,1981,0
"383","HMK019",170,"herbivory","spp2",1974,"Daphnia3 spp.","daily","windermere","aquatic",134.959,1981,0
"384","HMK019",170,"herbivory","spp2",1975,"Daphnia3 spp.","daily","windermere","aquatic",131.047,1981,0
"385","HMK019",170,"herbivory","spp2",1976,"Daphnia3 spp.","daily","windermere","aquatic",142.5315,1981,0
"386","HMK019",170,"herbivory","spp2",1977,"Daphnia3 spp.","daily","windermere","aquatic",134.2885,1981,0
"387","HMK019",170,"herbivory","spp2",1978,"Daphnia3 spp.","daily","windermere","aquatic",147.44,1981,0
"388","HMK019",170,"herbivory","spp2",1979,"Daphnia3 spp.","daily","windermere","aquatic",141.25,1981,0
